Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5MttMwRcytyRs7tupZwt97,"1uNFoZAHBGtllmzznpCI3s","Up","My World 2.0","Justin Bieber",2010-01-01,234933,0,spotify:user:1130225252,2016-12-07T19:22:23Z,"canadian pop,pop",0.709,0.705,0,-4.352,1,0.0385,0.0851,0,0.0952,0.59,125.94,4
57Z6mdiS7KNXMDpK95qIl7,"1uNFoZAHBGtllmzznpCI3s","That Should Be Me","My World 2.0","Justin Bieber",2010-01-01,232720,0,spotify:user:1130225252,2016-12-07T19:22:25Z,"canadian pop,pop",0.544,0.615,8,-5.688,1,0.0317,0.205,0,0.154,0.226,139.935,4
2yjlGPX741x97jm0teyybI,"1uNFoZAHBGtllmzznpCI3s","One Time","My Worlds (International Version)","Justin Bieber",2010-01-01,215866,0,spotify:user:1130225252,2016-12-07T19:22:31Z,"canadian pop,pop",0.691,0.853,1,-2.528,0,0.0372,0.0631,0.0000713,0.082,0.762,145.999,4
19HGCfn5RKs66kXs2bMsdt,"1uNFoZAHBGtllmzznpCI3s","Down To Earth","My Worlds (International Version)","Justin Bieber",2010-01-01,245760,0,spotify:user:1130225252,2016-12-07T19:22:33Z,"canadian pop,pop",0.543,0.718,2,-4.795,1,0.0268,0.432,0,0.437,0.155,82.003,4
2ExDOkVH2e1oElyTVzF77q,"1uNFoZAHBGtllmzznpCI3s","Favorite Girl","My Worlds (International Version)","Justin Bieber",2010-01-01,256800,0,spotify:user:1130225252,2016-12-07T19:22:35Z,"canadian pop,pop",0.581,0.681,7,-4.469,1,0.0435,0.0472,0,0.104,0.634,176.034,4
5Wc0VR8dmTHDMhGiyXH1GO,"1uNFoZAHBGtllmzznpCI3s,23zg3TcAtWQy7J6upgbUnj","First Dance","My Worlds (International Version)","Justin Bieber,USHER",2010-01-01,222333,0,spotify:user:1130225252,2016-12-07T19:22:42Z,"canadian pop,pop,atl hip hop,contemporary r&b,dance pop,r&b,rap,south carolina hip hop,urban contemporary",0.646,0.52,11,-7.289,1,0.0412,0.0137,0,0.275,0.328,68.517,4
0YywjDvFudcaHG74NuWISy,"2WX2uTcsvV5OnS0inACecP","People Help the People","Birdy","Birdy",2011-11-04,256236,71,spotify:user:1130225252,2016-12-07T19:23:34Z,"neo mellow,uk pop,viral pop",0.407,0.308,10,-9.001,0,0.0296,0.778,0.0000146,0.092,0.153,73.254,3
1PD3e6wwws5aDRDcqTiloH,"55mdlQp6zN8zdyIYB9DDQj","Voitolla yöhön","Voitolla yöhön","JVG",2013-11-29,237880,20,spotify:user:1130225252,2016-12-07T19:23:36Z,"finnish dance pop,finnish hip hop,finnish pop,finnish trap",0.728,0.889,8,-3.054,1,0.0952,0.00991,0.0000159,0.0544,0.59,119.986,4
47hs3xNT3iOGvgmC4eXBAi,"2QYEvpsWUOjqaYuxDPTCmV,4utLUGcTvOJFr6aqIJtYWV","Coming Home","Last Train To Paris (Deluxe)","Diddy - Dirty Money,Skylar Grey",2010-01-01,238760,0,spotify:user:1130225252,2016-12-07T19:23:40Z,"pop rap,piano rock,viral pop",0.353,0.815,7,-1.844,1,0.212,0.164,0,0.217,0.245,167.971,4
5YNFRKdTj5JG18ZWNDPDnD,"163tK9Wjr9P9DmM0AVK7lm","Royals","Royals","Lorde",2013-01-01,190185,0,spotify:user:1130225252,2016-12-07T19:23:42Z,"art pop,metropopolis,nz pop,pop",0.665,0.432,7,-9.579,1,0.133,0.115,0,0.135,0.333,84.899,4
5edBgVtRD0fvWk140Sl21T,"5Pwc4xIPtQLFEnJriah9YJ","Counting Stars","Native","OneRepublic",2013-01-01,257266,22,spotify:user:1130225252,2016-12-07T19:23:47Z,"piano rock,pop",0.662,0.71,1,-4.945,0,0.0364,0.0603,0,0.119,0.465,121.979,4
5Czqhn9WXTL3ZW0PKkHCUM,"79Pc4RR5E625J7dK543jDw","Mun maailma","Mun maailma","Mikael Gabriel",2013-01-01,252040,20,spotify:user:1130225252,2016-12-07T19:23:57Z,"finnish dance pop,finnish hip hop,finnish pop",0.634,0.729,6,-6.837,0,0.115,0.112,0,0.19,0.356,82.077,4
09OKeUmjlDdj6qc5bBFZxG,"79Pc4RR5E625J7dK543jDw,2EuQqDENk0vVonzvKya24Q","Ykspuolista rakkautta","Mun maailma","Mikael Gabriel,Heikki Kuula",2013-01-01,178973,45,spotify:user:1130225252,2016-12-07T19:24:00Z,"finnish dance pop,finnish hip hop,finnish pop",0.763,0.864,0,-5.102,1,0.166,0.0273,0,0.0728,0.938,134.984,4
6Oxx1SiI6AhuKxDe6IJoZo,"2EuQqDENk0vVonzvKya24Q","Koirakaveri","Ipanapa räp","Heikki Kuula",2013-08-02,167986,33,spotify:user:1130225252,2016-12-07T19:24:04Z,"finnish dance pop,finnish hip hop",0.938,0.67,0,-6.627,1,0.0479,0.308,0,0.0331,0.973,100.009,4
3zKST4nk4QJE77oLjUZ0Ng,"1vCWHaC5f2uS3yhpwWbIA6","Hey Brother","True","Avicii",2013-01-01,255093,1,spotify:user:1130225252,2016-12-07T19:24:07Z,"dance pop,edm,pop,pop dance",0.545,0.78,7,-4.867,0,0.0436,0.0309,0.0000464,0.0828,0.458,125.014,4
352zfYbDFG8sxkmOAhVeuj,"7CajNmpbOovFoOoasH2HaY,4AVFqumd2ogHFlRbKIjp1t,3w4VAlllkAWI6m0AV0Gn6a","Under Control (feat. Hurts)","Under Control (feat. Hurts)","Calvin Harris,Alesso,Hurts",2014-11-12,184373,14,spotify:user:1130225252,2016-12-07T19:24:14Z,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance,progressive electro house,metropopolis,neo-synthpop",0.55,0.919,8,-3.431,1,0.0788,0.137,0.00118,0.0886,0.51,126.059,4
1KRH1AhRdmYh0OTZa5QAqn,"1vCWHaC5f2uS3yhpwWbIA6","You Make Me","You Make Me","Avicii",2013-01-01,232924,0,spotify:user:1130225252,2016-12-07T19:24:17Z,"dance pop,edm,pop,pop dance",0.58,0.743,6,-4.79,1,0.0412,0.00195,0.0133,0.129,0.515,125.007,4
1zHlj4dQ8ZAtrayhuDDmkY,"0TnOYISbd1XYRBk9myaseg,6LqNN22kT3074XbTVUrhzX","Timber","Timber","Pitbull,Kesha",2013-10-07,204053,56,spotify:user:1130225252,2016-12-07T19:24:20Z,"dance pop,miami hip hop,pop",0.587,0.965,11,-4.106,1,0.101,0.0362,0,0.138,0.825,129.972,4
0wrhLxy4aDAQ0z3FOa4aoe,"5ZZqIQ25HQmufjjf2trwFO","Timantit on ikuisia","Kuka muu muka","Cheek",2013-09-20,220040,49,spotify:user:1130225252,2016-12-07T19:24:29Z,"finnish dance pop,finnish hip hop,finnish pop",0.535,0.916,2,-4.68,1,0.36,0.21,0,0.114,0.566,100.075,4
36482hNESSwELpr9sS3NbE,"3r17AfJCCUqC9Lf0OAc73G,3ZotbHeyVQKxQCPDJuQ4SU,53sIBaVjXQhfH89Vu6nEGh","A Little Party Never Killed Nobody (All We Got)","Music From Baz Luhrmann's Film The Great Gatsby (International Streaming Version)","Fergie,Q-Tip,GoonRock",2013-01-01,241306,61,spotify:user:1130225252,2016-12-07T19:24:32Z,"dance pop,pop,east coast hip hop,queens hip hop",0.761,0.619,5,-5.741,0,0.175,0.00959,0.00000318,0.0896,0.516,129.998,4
6w2A10HCO5nhBCaNLk4aS2,"1TlTz1l8LzQ7AiXjBO77Ep,2vz513fFOvrrkuISQd1CYG","Trumpsta (feat. Treyy G) - Djuro Remix","Trumpsta (Remixes) (feat. Treyy G)","Contiez,Treyy G",2013-05-13,258519,45,spotify:user:1130225252,2016-12-07T19:24:37Z,"melbourne bounce,melbourne bounce international,progressive electro house",0.973,0.589,1,-7.014,1,0.236,0.00208,0.319,0.276,0.201,128.006,4
08SxltHeEkQqgx5foDRRqO,"0awl5piYwO0CDTHEkCjUhn","Am I Wrong","Am I Wrong","Nico & Vinz",2013-11-04,249520,11,spotify:user:1130225252,2016-12-07T19:24:39Z,"afrobeats",0.719,0.45,8,-13.529,1,0.0346,0.183,0.00000254,0.0979,0.794,119.935,4
2xMS1khdU5FHX1KEiNTVdi,"5X4LWwbUFNzPkEas04uU82,4uiMn2g0pgTrhN096QJhbp","Tsunami","Tsunami","DVBBS,Borgeous",2013-10-08,236706,0,spotify:user:1130225252,2016-12-07T19:24:42Z,"canadian electronic,dutch house,edm,electro house,pop dance,progressive electro house,slap house,progressive house",0.688,0.844,4,-5.353,0,0.0511,0.0472,0.643,0.0942,0.273,128.04,4
46JlFcGGHq2MVRv4cmBU49,"5yG7ZAZafVaAlMTeBybKAL","Work","Work","Iggy Azalea",2013-01-01,223196,0,spotify:user:1130225252,2016-12-07T19:24:44Z,"australian hip hop,dance pop,pop",0.69,0.816,7,-4.933,1,0.13,0.0644,0,0.464,0.485,139.943,4
2RWs4c3ZJ74WwXlVC3QCQN,"5pKCCKE2ajJHZ9KAiaK11H","What Now","Unapologetic (Deluxe)","Rihanna",2012-12-11,243093,58,spotify:user:1130225252,2016-12-07T19:24:54Z,"barbadian pop,pop,urban contemporary",0.402,0.696,8,-4.799,0,0.0448,0.0476,0,0.628,0.227,180.158,3
0BBj0SW3vef8UNzTg4lwH9,"0EmeFodog0BfCgMzAIvKQp,5pKCCKE2ajJHZ9KAiaK11H","Can't Remember to Forget You","Can't Remember to Forget You","Shakira,Rihanna",2014-01-13,207133,0,spotify:user:1130225252,2016-12-07T19:24:57Z,"colombian pop,dance pop,latin pop,pop,barbadian pop,urban contemporary",0.697,0.813,11,-3.399,0,0.0679,0.132,0,0.129,0.811,137.976,4
7fWSIddv6LJG8ZXJFNVQyi,"33W1pnW9zScZtYTnAoWnOT","Nothing Really Matters","Nothing Really Matters","Mr. Probz",2014-09-27,222041,0,spotify:user:1130225252,2016-12-08T19:46:43Z,"pop dance",0.404,0.225,4,-8.829,1,0.0363,0.888,0,0.111,0.275,135.075,4
7xoUc6faLbCqZO6fQEYprd,"66CXWjxzNUsdJxJ2JdwvnR","One Last Time","My Everything (Deluxe)","Ariana Grande",2014-08-22,197266,83,spotify:user:1130225252,2016-12-08T19:46:48Z,"pop",0.628,0.593,8,-5.036,1,0.0323,0.093,0.00000165,0.096,0.104,125.026,4
6PZYMXl5HM2giJVi3wA77b,"49aaHxvAJ0tCh0F15OnwIl","Paper Light (Higher)","Paper Light (Higher)","Loreen",2015-03-05,221320,41,spotify:user:1130225252,2016-12-08T19:47:03Z,"europop",0.487,0.588,4,-6.926,1,0.0328,0.0351,0.34,0.144,0.0692,127.834,4
3O09PoBmmhotSUxLZfcRP0,"6sFIWsNpZYqfjUpaCgueju","I Really Like You","I Really Like You","Carly Rae Jepsen",2015-03-02,205066,0,spotify:user:1130225252,2016-12-08T19:47:05Z,"canadian pop,dance pop,pop",0.621,0.831,5,-4.676,1,0.0435,0.00437,0.0000834,0.17,0.589,122.072,4
6PjitpdnGluMNLv0VeCVe5,"2zJ8chFLjiBHRNchfevMRI,4IFgewC2urR62Fwt7uAU03","Raindrops (feat. Kerli) - Radio Edit","Raindrops (feat. Kerli) [Radio Edit]","SNBRN,Kerli",2015-01-13,203048,40,spotify:user:1130225252,2016-12-08T19:47:09Z,"edm,electro house,house,pop dance,pop edm,uk dance,candy pop,dark pop,estonian pop,metropopolis",0.663,0.777,5,-5.464,0,0.0301,0.111,0.0149,0.0498,0.238,123.035,4
4qABfS1RaGVXdBhj2BQyhO,"4sTQVOfp9vEMCemLw50sbu","Runaway (U & I)","Runaway (U & I)","Galantis",2014-10-05,227073,53,spotify:user:1130225252,2016-12-08T19:47:16Z,"dance pop,edm,pop,pop dance",0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4
3aIhJDHxr1kgTSnutJxPTH,"4sTQVOfp9vEMCemLw50sbu","Peanut Butter Jelly","Pharmacy","Galantis",2015-06-05,203133,66,spotify:user:1130225252,2016-12-08T19:47:26Z,"dance pop,edm,pop,pop dance",0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,4
0gb1J5UrTpzaU1s3nupgCd,"4sTQVOfp9vEMCemLw50sbu","No Money","No Money","Galantis",2016-04-01,189126,67,spotify:user:1130225252,2016-12-08T19:47:29Z,"dance pop,edm,pop,pop dance",0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,4
6Ua9Ylv2V1BXtjAaa3MPDs,"4AVFqumd2ogHFlRbKIjp1t,1m42JiZ7Rv8D7Lc7FTSWAR","Cool","Cool","Alesso,Roy English",2015-02-16,221666,0,spotify:user:1130225252,2016-12-08T19:47:38Z,"dance pop,edm,pop,pop dance,progressive electro house",0.534,0.844,6,-2.438,0,0.0309,0.0299,0,0.411,0.501,128.013,4
084GmBpNWnjuPI7fdwgp6X,"5f5mH9BDkeyXmDbzevu38d","Ganjaman","Ganjaman","Alfons",2015-02-09,178106,0,spotify:user:1130225252,2016-12-08T19:47:44Z,"melbourne bounce international",0.901,0.815,8,-4.089,1,0.233,0.00175,0.000403,0.677,0.658,127.992,4
5fkpEjrJHMztcknzqyYNOS,"5e4KRUBJ6zI9AjtDGXtkAT","Elämältä turpiin sain","Elämältä turpiin sain","Tiisu",2015-01-28,227845,0,spotify:user:1130225252,2016-12-08T19:47:58Z,"suomi rock",0.674,0.764,2,-4.877,1,0.0298,0.269,0,0.112,0.651,91.996,4
0ifSeVGUr7py5GggttDhXw,"6JL8zeS1NmiOftqZTRgdTz","All About That Bass","All About That Bass","Meghan Trainor",2014-06-30,188754,61,spotify:user:1130225252,2016-12-08T19:48:37Z,"hip pop,pop",0.811,0.879,9,-3.724,1,0.0514,0.0476,0.00000191,0.109,0.962,134.064,4
1Vv0MPcooEoQzVZYfKMgKW,"3Yl4nkmEa8BSuGWbwhdLDq","Ugly Heart","Ugly Heart","G.R.L.",2014-06-03,199580,68,spotify:user:1130225252,2016-12-08T19:48:39Z,"girl group,post-teen pop,talent show",0.649,0.79,9,-5.529,1,0.0482,0.0167,0,0.255,0.458,124.993,4
6FE2iI43OZnszFLuLtvvmg,"2l35CQqtYRh3d8ZIiBep4v","Classic","MKTO","MKTO",2012,175426,84,spotify:user:1130225252,2016-12-08T19:48:53Z,"pop,post-teen pop",0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,4
49eplIHvgCLY8HAgcaWrUb,"0TnOYISbd1XYRBk9myaseg,3s73tswJycj6HTBNNN393z","Fireball (feat. John Ryan)","Fireball (feat. John Ryan)","Pitbull,John Ryan",2014-07-23,235012,65,spotify:user:1130225252,2016-12-08T19:48:57Z,"dance pop,miami hip hop,pop",0.69,0.937,10,-5.393,1,0.0642,0.0894,0.000104,0.0532,0.794,122.951,4
5nXjnzjP0uKRdlDSwF88de,"2O6Va98fudK0E8rtu7Nm2Z","Wowwowwow","Wowwowwow","Kasmir",2014-01-01,239146,0,spotify:user:1130225252,2016-12-08T19:48:59Z,"finnish dance pop,finnish hip hop,finnish pop,finnish soul,suomi rock",0.371,0.701,3,-5.3,1,0.179,0.156,0.0000159,0.0996,0.626,79.343,4
5oQktj56ScGBJPy6JTRAsO,"2O6Va98fudK0E8rtu7Nm2Z","Iholla","AMK Dropout","Kasmir",2014-01-01,251213,26,spotify:user:1130225252,2016-12-08T19:49:03Z,"finnish dance pop,finnish hip hop,finnish pop,finnish soul,suomi rock",0.63,0.565,8,-6.102,1,0.0392,0.149,0,0.0852,0.449,128.823,4
3ydfhgIZIc2j39NLIhpJpq,"5nLYd9ST4Cnwy6NHaCxbj8","Fuck You","The Lady Killer (Deluxe)","CeeLo Green",2010-11-09,223694,63,spotify:user:1130225252,2016-12-08T19:49:08Z,"atl hip hop,pop rap",0.693,0.879,0,-3.988,1,0.0578,0.193,0,0.124,0.753,127.457,4
5NUlOzzMdoIABFTnhizCQa,"04gDigrS5kc9YWfZHwBETP","This Summer","V (Deluxe)","Maroon 5",2015-05-18,224400,42,spotify:user:1130225252,2016-12-08T19:49:24Z,"pop",0.54,0.766,4,-5.148,0,0.07,0.000248,0,0.641,0.176,98.932,4
3FS2e59gXFXrcg7sN2mL5z,"3tLYpanVDomWAZqF82NPds,3sEqETeMb1urfCoVUhdjUv","Shots & Squats","Shots & Squats","Vigiland,Tham Sway",2015-06-05,171799,0,spotify:user:1130225252,2016-12-08T19:49:33Z,"deep pop edm,electronic trap",0.818,0.819,1,-5.052,1,0.116,0.00824,0.000392,0.225,0.279,128.02,4
6BmUyCfbx0zr9MfPGMA5XW,"5FgAhHocNrSCn7Ox87uyef","Young and Restless","Square One EP","Benjamin",2015-05-18,205026,14,spotify:user:1130225252,2016-12-08T19:49:38Z,"finnish dance pop,finnish pop",0.698,0.792,3,-5.951,1,0.0377,0.00158,0.000114,0.554,0.649,118.002,4
6ijTh5qyl1328PnCe4IKsT,"54CMkgIraCOO9pSRfPKiKt,6VVSjZwPAHNbkKeMhTI2bb","Keinutaan (feat. VilleGalle)","En kommentoi","Antti Tuisku,VilleGalle",2015-05-22,223746,41,spotify:user:1130225252,2016-12-08T19:49:46Z,"finnish dance pop,finnish pop,finnish hip hop",0.826,0.763,4,-2.062,0,0.0467,0.158,0.0000469,0.386,0.543,108.01,4
5eCgNATwXgRc4mZx9NymGJ,"1vCWHaC5f2uS3yhpwWbIA6","Waiting For Love","Waiting For Love","Avicii",2015-05-22,228750,0,spotify:user:1130225252,2016-12-08T19:49:49Z,"dance pop,edm,pop,pop dance",0.567,0.746,6,-3.748,0,0.0511,0.335,0,0.392,0.578,128.03,4
3sz8Gn0fOmXmyXOaPSWBJ9,"4AVFqumd2ogHFlRbKIjp1t,3ua4MYAHmkOM1hL7o0FqIw","Sweet Escape","Forever","Alesso,Sirena",2015-05-22,232532,0,spotify:user:1130225252,2016-12-08T19:49:53Z,"dance pop,edm,pop,pop dance,progressive electro house,covertronica",0.566,0.851,2,-3.799,1,0.0389,0.0736,0.00000107,0.198,0.511,126.046,4
6YXrqPBoNwHZBSshTe7HDf,"2O6Va98fudK0E8rtu7Nm2Z,6uD7fMzRa46LcvRCACEd2G","Vauvoja","Vauvoja","Kasmir,SAARA",2015-05-15,229340,36,spotify:user:1130225252,2016-12-08T19:49:56Z,"finnish dance pop,finnish hip hop,finnish pop,finnish soul,suomi rock",0.764,0.809,1,-3.377,0,0.278,0.344,0,0.31,0.852,120.08,4
58yZikyVFfd3V3IJG9nwUe,"7jxDHM0eMYkiSXHc5tPqSr,1sQJfOZnTxWUPFb2wjgba5","Hesan naiset","Hesan naiset","Särre,Karri Koira",2015-06-10,237786,30,spotify:user:1130225252,2016-12-08T19:50:01Z,"finnish dance pop,finnish hip hop",0.78,0.823,5,-7.382,0,0.0664,0.0579,0.00000215,0.321,0.918,95.28,4
7FJP35tUJ2121EJsFpU1Gh,"2qxJFvFYMEDqd7ui6kSAcq,50JJSqHUf2RQ9xsHs0KMHg","Beautiful Now","True Colors","Zedd,Jon Bellion",2015-05-15,218292,0,spotify:user:1130225252,2016-12-08T19:50:04Z,"complextro,edm,german techno,pop,pop dance,indie pop rap",0.628,0.833,11,-4.126,0,0.0282,0.0079,0.0000148,0.074,0.56,128.003,4
3G9gUGRgM4lB2ebVPUcMKI,"55mdlQp6zN8zdyIYB9DDQj","Tarkenee","Tarkenee","JVG",2015-07-10,222927,29,spotify:user:1130225252,2016-12-08T19:50:12Z,"finnish dance pop,finnish hip hop,finnish pop,finnish trap",0.693,0.911,7,-4.769,0,0.0706,0.0228,0,0.233,0.804,134.055,4
1iblVyphI37XOHbE6ts9HI,"6tbjWDEIzxoDsBA1FuhfPW,0hCNtLu0JehylgoiP8L4Gh","Bitch I'm Madonna","Rebel Heart (Deluxe)","Madonna,Nicki Minaj",2015-03-06,227480,0,spotify:user:1130225252,2016-12-08T19:50:14Z,"dance pop,pop,hip pop,queens hip hop,rap",0.724,0.611,3,-5.704,0,0.163,0.0498,0.000228,0.179,0.562,150.04,4
2LcB304HDrCx8WVDEQn7CK,"0C8ZW7ezQVs4URX5aX7Kqx,13ubrt8QOOCPljQ2FL1Kca","Good For You","Good For You","Selena Gomez,A$AP Rocky",2015-06-22,220679,0,spotify:user:1130225252,2016-12-08T19:50:17Z,"pop,post-teen pop,east coast hip hop,hip hop,rap,trap",0.48,0.681,5,-6.619,0,0.096,0.174,0,0.0783,0.198,88.772,4
13uW9hmN28qYQqoPykMB5d,"4D75GcNG95ebPtNvoNVXhz,30ejUciK31BCg0IVCbt1dW","SummerThing!","SummerThing!","AFROJACK,Mike Taylor",2015-06-21,235344,0,spotify:user:1130225252,2016-12-08T19:50:24Z,"big room,dance pop,dutch house,edm,electro house,pop dance",0.712,0.77,0,-5.443,1,0.0745,0.0572,0,0.288,0.751,130.034,4
1PBk2knn4anq0vaS5KGDG2,"4sTQVOfp9vEMCemLw50sbu","In My Head","Pharmacy","Galantis",2015-06-05,221065,47,spotify:user:1130225252,2016-12-08T19:50:36Z,"dance pop,edm,pop,pop dance",0.548,0.895,0,-2.794,1,0.0392,0.00622,0.0184,0.108,0.616,127.829,4
5Lf9rCqReE9Ri4tZvLRLuy,"4AK6F7OLvEQ5QYCBNiQWHq","Happily","Midnight Memories (Deluxe)","One Direction",2013-11-25,175480,64,spotify:user:1130225252,2016-12-08T19:50:41Z,"boy band,pop,post-teen pop,talent show",0.623,0.89,9,-4.783,1,0.0394,0.0426,0,0.153,0.824,117,4
1WP1r7fuvRqZRnUaTi2I1Q,"7n2wHs1TKAczGzO7Dd2rGr","Stitches","Handwritten (Deluxe)","Shawn Mendes",2015-04-13,206880,1,spotify:user:1130225252,2016-12-08T19:50:44Z,"canadian pop,pop,viral pop",0.746,0.754,1,-6.681,1,0.067,0.0152,0,0.0486,0.764,149.882,4
4gkhKSaM5juGqRS0BDkQtw,"79Pc4RR5E625J7dK543jDw","Mimmit fiilaa","Mimmit fiilaa","Mikael Gabriel",2015-05-06,204620,0,spotify:user:1130225252,2016-12-08T19:51:01Z,"finnish dance pop,finnish hip hop,finnish pop",0.783,0.684,7,-7.333,1,0.0374,0.0339,0,0.325,0.655,125.032,4
3o58EeSTVOjBZ8J310PZ7I,"0BmLNz4nSLfoWYW1cYsElL,2w9zwq3AktTeYYMuhMjju8,4VMYDCV2IEDYJArk749S6m","We Wanna - Radio Edit","We Wanna","Alexandra Stan,INNA,Daddy Yankee",2015-06-09,232510,35,spotify:user:1130225252,2016-12-08T19:51:08Z,"romanian pop,dance pop,romanian house,latin hip hop,reggaeton,trap latino,urbano latino",0.795,0.748,0,-4.402,0,0.0474,0.109,0,0.0853,0.777,110.016,4
52izjvF7wwveRG1rDJsGWe,"5p7f24Rk5HkUZsaS3BLG5F","Love Myself","Love Myself","Hailee Steinfeld",2015-08-07,218773,0,spotify:user:1130225252,2016-12-08T19:51:17Z,"pop",0.617,0.759,0,-6.785,0,0.0677,0.0026,0,0.419,0.324,122.925,4
3jfr0TF6DQcOLat8gGn7E2,"7Ln80lUS6He07XvHI8qqHH","Do I Wanna Know?","AM","Arctic Monkeys",2013-09-09,272394,0,spotify:user:1130225252,2016-12-08T19:51:32Z,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4
1a98btolCjbyO2xe8thSXn,"3zh3U2eQ64EhBFbJuxgf1M,1jOps4FF4EvwPvtqWXjdRI","Ay Ay Ay","Ay Ay Ay","Teflon Brothers,Tango-Teemu",2015-08-26,204114,0,spotify:user:1130225252,2016-12-08T19:51:40Z,"finnish dance pop,finnish hip hop,finnish pop,suomi rock",0.666,0.842,6,-4.836,0,0.0762,0.00706,0.00000414,0.0828,0.825,116.997,4
6larfU1TDrSY6h7Hil855S,"3mZXsbs6pQNXWlmu7AmgLS,4ifckgu18HJ94DG43ys4Ae,48wDYb8J9emrtnfRJvYEdZ","Bailandoo (feat. Herba & Lakko)","Bailandoo - EP","Nost3 & Protro,Herba,Lakko",2015-06-19,227236,28,spotify:user:1130225252,2016-12-08T19:51:54Z,"finnish dance pop",0.681,0.907,6,-3.923,0,0.119,0.0328,0,0.209,0.711,127.983,4
5oOesFCZi2pUiAdSmsmTlW,"4JNfz6aO9ZFz0gp5GY88am","Sparks Fly","I Can Feel It","Hey Violet",2015-07-17,231440,0,spotify:user:1130225252,2016-12-08T19:52:01Z,"alt z,pixie",0.567,0.88,5,-3.686,1,0.0517,0.00826,0,0.113,0.334,132.141,4
2u5B53qh8UGDnPcdJATcDl,"1vCWHaC5f2uS3yhpwWbIA6","For A Better Day","Pure Grinding For A Better Day","Avicii",2015-08-28,206066,0,spotify:user:1130225252,2016-12-08T19:52:07Z,"dance pop,edm,pop,pop dance",0.635,0.833,2,-3.387,0,0.0332,0.04,0.214,0.132,0.295,135.029,4
5gOiQnr9vyVd7axBKWH0gy,"3zh3U2eQ64EhBFbJuxgf1M,4ZZObcD0AYqSiByWd3xZIQ","Juusto Katolle","Juusto Katolle / Posin Kautta","Teflon Brothers,Setä Tamu",2015-11-20,223426,32,spotify:user:1130225252,2016-12-08T19:52:20Z,"finnish dance pop,finnish hip hop,finnish pop,suomi rock",0.843,0.784,6,-6.246,0,0.0506,0.0557,0,0.0755,0.799,119.933,4
2vPcuc4MgKP2PPdj4OQ0SV,"7n2wHs1TKAczGzO7Dd2rGr,4nDoRrQiYLoBzwC5BhVJzF","I Know What You Did Last Summer","I Know What You Did Last Summer","Shawn Mendes,Camila Cabello",2015-11-18,223853,0,spotify:user:1130225252,2016-12-08T19:52:25Z,"canadian pop,pop,viral pop,dance pop",0.692,0.766,9,-4.559,0,0.103,0.124,0,0.141,0.738,113.971,4
3NBDgwEAGMj0aKRsU8zoO9,"6JmzdIDSQdeHg0pocIascm","Rivers","Rivers","Thomas Jack",2015-07-10,207832,51,spotify:user:1130225252,2016-12-08T19:52:34Z,"deep house,tropical house",0.574,0.809,0,-5.787,0,0.0565,0.149,0.00000699,0.129,0.471,122.005,4
5ctnxWGOG8cqPMWQE8OnFZ,"6VVSjZwPAHNbkKeMhTI2bb,7meg3neLTT2WR1LDjL8jze","Lähtisitkö (feat. SANNI) (Vain elämää kausi 4)","Vain elämää - kausi 4 ilta","VilleGalle,SANNI",2015-10-30,189373,27,spotify:user:1130225252,2016-12-08T19:53:28Z,"finnish dance pop,finnish hip hop,finnish pop,suomi rock",0.75,0.736,5,-5.669,1,0.121,0.187,0.00000639,0.102,0.393,90.978,4
499WZqSWW1kqS0as389Um1,"0UACE2nWl5uUyJRo1kIYQO","Lost","Lost","Donkeyboy",2015-10-21,223561,32,spotify:user:1130225252,2016-12-08T19:53:32Z,"norwegian pop",0.782,0.84,11,-4.983,0,0.0475,0.0513,0.000198,0.253,0.502,118.037,4
1s4bArqPAaQgy0yJK9lXhB,"5fyBhURKALJ81CC9X4DvZP","Tequila","Tequila","Vesala",2015-10-23,236828,33,spotify:user:1130225252,2016-12-08T19:53:37Z,"finnish dance pop,finnish pop,iskelma,suomi rock",0.358,0.642,3,-5.895,0,0.0378,0.155,0.0641,0.221,0.244,132.379,4
6I0K74BDfFVeGFKWsbnpkK,"5YlQKUtbT42d1EeuDrcUL9,7nHTAoOFSctZQzO81DGO0E","Take Me Back (feat. Arron)","Take Me Back (feat. Arron)","Salti,Arron",2015-04-17,189470,0,spotify:user:1130225252,2016-12-08T19:53:50Z,"",0.514,0.586,9,-7.418,0,0.106,0.00989,0,0.0756,0.601,127.644,4
